date,entity,currency,account_type,balance
2025-06-23,Entity B,USD,payable,973867.38
2025-06-23,Entity B,EUR,payable,917616.55
2025-06-23,Entity B,GBP,payable,799725.62
2025-06-23,Entity B,JPY,payable,898008.96
2025-06-23,Entity B,CAD,payable,979073.32
2025-06-23,Entity C,USD,payable,929375.45
2025-06-23,Entity C,EUR,payable,917160.83
2025-06-23,Entity C,GBP,payable,977397.44
2025-06-23,Entity C,JPY,payable,926673.04
2025-06-23,Entity C,CAD,payable,847024.71
2025-06-24,Entity A,USD,payable,889419.55
2025-06-24,Entity A,EUR,payable,966377.55
2025-06-24,Entity A,GBP,payable,946956.0
2025-06-24,Entity A,JPY,payable,1007817.89
2025-06-24,Entity A,CAD,payable,920300.89
2025-06-24,Entity B,USD,payable,937251.6
2025-06-24,Entity B,EUR,payable,914251.51
2025-06-24,Entity B,GBP,payable,928807.87
2025-06-24,Entity B,JPY,payable,873955.48
2025-06-24,Entity B,CAD,payable,934204.25
2025-06-24,Entity C,USD,payable,947556.88
2025-06-24,Entity C,EUR,payable,944178.4
2025-06-24,Entity C,GBP,payable,1035613.76
2025-06-24,Entity C,JPY,payable,1022971.02
2025-06-24,Entity C,CAD,payable,919595.65
2025-06-25,Entity A,USD,payable,928338.72
2025-06-25,Entity A,EUR,payable,1006128.18
2025-06-25,Entity A,GBP,payable,1025156.59
2025-06-25,Entity A,JPY,payable,975676.83
2025-06-25,Entity A,CAD,payable,977657.16
2025-06-25,Entity B,USD,payable,1073398.39
2025-06-25,Entity B,EUR,payable,999794.13
2025-06-25,Entity B,GBP,payable,1036586.2
2025-06-25,Entity B,JPY,payable,972883.96
2025-06-25,Entity B,CAD,payable,1007818.57
2025-06-25,Entity C,USD,payable,996642.66
2025-06-25,Entity C,EUR,payable,983081.26
2025-06-25,Entity C,GBP,payable,1056308.21
2025-06-25,Entity C,JPY,payable,954541.11
2025-06-25,Entity C,CAD,payable,1022098.46
2025-06-26,Entity A,USD,payable,1062033.3
2025-06-26,Entity A,EUR,payable,1092831.14
2025-06-26,Entity A,GBP,payable,1062575.1
2025-06-26,Entity A,JPY,payable,1110925.89
2025-06-26,Entity A,CAD,payable,1038650.06
2025-06-26,Entity B,USD,payable,791357.96
2025-06-26,Entity B,EUR,payable,1069905.95
2025-06-26,Entity B,GBP,payable,1068884.01
2025-06-26,Entity B,JPY,payable,1042411.24
2025-06-26,Entity B,CAD,payable,1075674.21
2025-06-26,Entity C,USD,payable,1073732.24
2025-06-26,Entity C,EUR,payable,1085887.78
2025-06-26,Entity C,GBP,payable,1079618.37
2025-06-26,Entity C,JPY,payable,1108157.95
2025-06-26,Entity C,CAD,payable,1113178.51
2025-06-27,Entity A,USD,payable,788122.59
2025-06-27,Entity A,EUR,payable,1096793.81
2025-06-27,Entity A,GBP,payable,1117740.61
2025-06-27,Entity A,JPY,payable,1113949.34
2025-06-27,Entity A,CAD,payable,1171519.99
2025-06-27,Entity B,USD,payable,1079508.34
2025-06-27,Entity B,EUR,payable,1093341.51
2025-06-27,Entity B,GBP,payable,777277.06
2025-06-27,Entity B,JPY,payable,1053961.87
2025-06-27,Entity B,CAD,payable,1079672.81
2025-06-27,Entity C,USD,payable,1114955.68
2025-06-27,Entity C,EUR,payable,1139351.48
2025-06-27,Entity C,GBP,payable,1106261.94
2025-06-27,Entity C,JPY,payable,915307.79
2025-06-27,Entity C,CAD,payable,1133166.91
2025-06-28,Entity A,USD,payable,1074928.05
2025-06-28,Entity A,EUR,payable,1095943.74
2025-06-28,Entity A,GBP,payable,1119262.04
2025-06-28,Entity A,JPY,payable,1123141.08
2025-06-28,Entity A,CAD,payable,1109311.65
2025-06-28,Entity B,USD,payable,1056285.73
2025-06-28,Entity B,EUR,payable,1200942.98
2025-06-28,Entity B,GBP,payable,1097983.73
2025-06-28,Entity B,JPY,payable,1111833.23
2025-06-28,Entity B,CAD,payable,1132092.97
2025-06-28,Entity C,USD,payable,1081962.31
2025-06-28,Entity C,EUR,payable,1109699.58
2025-06-28,Entity C,GBP,payable,1080334.92
2025-06-28,Entity C,JPY,payable,806828.78
2025-06-28,Entity C,CAD,payable,1088390.71
2025-06-29,Entity A,USD,payable,1052935.74
2025-06-29,Entity A,EUR,payable,1058499.66
2025-06-29,Entity A,GBP,payable,1031957.98
2025-06-29,Entity A,JPY,payable,1082945.36
2025-06-29,Entity A,CAD,payable,1018593.52
2025-06-29,Entity B,USD,payable,1093616.88
2025-06-29,Entity B,EUR,payable,1084527.0
2025-06-29,Entity B,GBP,payable,1091857.63
2025-06-29,Entity B,JPY,payable,1065094.96
2025-06-29,Entity B,CAD,payable,1209054.64
2025-06-29,Entity C,USD,payable,1140384.86
2025-06-29,Entity C,EUR,payable,1036198.52
2025-06-29,Entity C,GBP,payable,1095294.95
2025-06-29,Entity C,JPY,payable,1061659.98
2025-06-29,Entity C,CAD,payable,1045401.03
2025-06-30,Entity A,USD,payable,1031901.44
2025-06-30,Entity A,EUR,payable,1102792.99
2025-06-30,Entity A,GBP,payable,1058249.12
2025-06-30,Entity A,JPY,payable,1124217.37
2025-06-30,Entity A,CAD,payable,1125255.61
2025-06-30,Entity B,USD,payable,1140460.9
2025-06-30,Entity B,EUR,payable,1051408.85
2025-06-30,Entity B,GBP,payable,1104518.95
2025-06-30,Entity B,JPY,payable,1110802.49
2025-06-30,Entity B,CAD,payable,1066537.2
2025-06-30,Entity C,USD,payable,1054633.45
2025-06-30,Entity C,EUR,payable,1149885.15
2025-06-30,Entity C,GBP,payable,1094604.16
2025-06-30,Entity C,JPY,payable,1110943.04
2025-06-30,Entity C,CAD,payable,1052621.28
2025-07-01,Entity A,USD,payable,1080305.49
2025-07-01,Entity A,EUR,payable,1106298.87
2025-07-01,Entity A,GBP,payable,1124116.01
2025-07-01,Entity A,JPY,payable,1086508.06
2025-07-01,Entity A,CAD,payable,898489.01
2025-07-01,Entity B,USD,payable,1177434.15
2025-07-01,Entity B,EUR,payable,1102617.15
2025-07-01,Entity B,GBP,payable,1111796.89
2025-07-01,Entity B,JPY,payable,1144192.2
2025-07-01,Entity B,CAD,payable,1074012.29
2025-07-01,Entity C,USD,payable,1071054.87
2025-07-01,Entity C,EUR,payable,1144314.98
2025-07-01,Entity C,GBP,payable,1111278.96
2025-07-01,Entity C,JPY,payable,1093017.06
2025-07-01,Entity C,CAD,payable,1153211.79
2025-07-02,Entity A,USD,payable,1174133.63
2025-07-02,Entity A,EUR,payable,1195630.0
2025-07-02,Entity A,GBP,payable,1170765.28
2025-07-02,Entity A,JPY,payable,1218747.98
2025-07-02,Entity A,CAD,payable,1259893.54
2025-07-02,Entity B,USD,payable,1132168.9
2025-07-02,Entity B,EUR,payable,1211116.8
2025-07-02,Entity B,GBP,payable,1240874.03
2025-07-02,Entity B,JPY,payable,1189751.39
2025-07-02,Entity B,CAD,payable,1161368.8
2025-07-02,Entity C,USD,payable,1223449.04
2025-07-02,Entity C,EUR,payable,1246676.64
2025-07-02,Entity C,GBP,payable,1242231.38
2025-07-02,Entity C,JPY,payable,1221246.87
2025-07-02,Entity C,CAD,payable,1210527.05
2025-07-03,Entity A,USD,payable,1245517.17
2025-07-03,Entity A,EUR,payable,1316087.47
2025-07-03,Entity A,GBP,payable,1313875.95
2025-07-03,Entity A,JPY,payable,1235955.34
2025-07-03,Entity A,CAD,payable,986572.76
2025-07-03,Entity B,USD,payable,1263535.96
2025-07-03,Entity B,EUR,payable,1291019.87
2025-07-03,Entity B,GBP,payable,1012359.81
2025-07-03,Entity B,JPY,payable,1275747.32
2025-07-03,Entity B,CAD,payable,1279435.25
2025-07-03,Entity C,USD,payable,1271602.26
2025-07-03,Entity C,EUR,payable,1367279.13
2025-07-03,Entity C,GBP,payable,1317264.76
2025-07-03,Entity C,JPY,payable,1320259.6
2025-07-03,Entity C,CAD,payable,1300331.78
2025-07-04,Entity A,USD,payable,1302474.69
2025-07-04,Entity A,EUR,payable,1306151.8
2025-07-04,Entity A,GBP,payable,1309812.63
2025-07-04,Entity A,JPY,payable,1324696.73
2025-07-04,Entity A,CAD,payable,1332734.19
2025-07-04,Entity B,USD,payable,1317195.74
2025-07-04,Entity B,EUR,payable,1305543.46
2025-07-04,Entity B,GBP,payable,1293402.77
2025-07-04,Entity B,JPY,payable,1261461.45
2025-07-04,Entity B,CAD,payable,1368502.57
2025-07-04,Entity C,USD,payable,1405388.58
2025-07-04,Entity C,EUR,payable,1365140.87
2025-07-04,Entity C,GBP,payable,1043891.49
2025-07-04,Entity C,JPY,payable,1348648.06
2025-07-04,Entity C,CAD,payable,1301740.49
2025-07-05,Entity A,USD,payable,1321316.94
2025-07-05,Entity A,EUR,payable,1313545.07
2025-07-05,Entity A,GBP,payable,1354062.15
2025-07-05,Entity A,JPY,payable,1335533.62
2025-07-05,Entity A,CAD,payable,1342719.6
2025-07-05,Entity B,USD,payable,1317011.05
2025-07-05,Entity B,EUR,payable,1248364.89
2025-07-05,Entity B,GBP,payable,1296108.89
2025-07-05,Entity B,JPY,payable,1346340.42
2025-07-05,Entity B,CAD,payable,1301875.92
2025-07-05,Entity C,USD,payable,1324060.45
2025-07-05,Entity C,EUR,payable,1291186.9
2025-07-05,Entity C,GBP,payable,1262744.36
2025-07-05,Entity C,JPY,payable,1299003.07
2025-07-05,Entity C,CAD,payable,1316298.73
2025-07-06,Entity A,USD,payable,1239197.94
2025-07-06,Entity A,EUR,payable,1255997.0
2025-07-06,Entity A,GBP,payable,1227846.92
2025-07-06,Entity A,JPY,payable,1310195.25
2025-07-06,Entity A,CAD,payable,1253647.22
2025-07-06,Entity B,USD,payable,1323535.67
2025-07-06,Entity B,EUR,payable,1326575.37
2025-07-06,Entity B,GBP,payable,1262183.61
2025-07-06,Entity B,JPY,payable,1225087.5
2025-07-06,Entity B,CAD,payable,1181989.54
2025-07-06,Entity C,USD,payable,1206543.97
2025-07-06,Entity C,EUR,payable,1210472.06
2025-07-06,Entity C,GBP,payable,1320564.24
2025-07-06,Entity C,JPY,payable,1047704.77
2025-07-06,Entity C,CAD,payable,1347146.49
2025-07-07,Entity A,USD,payable,1251892.47
2025-07-07,Entity A,EUR,payable,1203223.93
2025-07-07,Entity A,GBP,payable,1201877.46
2025-07-07,Entity A,JPY,payable,1246078.93
2025-07-07,Entity A,CAD,payable,1251521.14
2025-07-07,Entity B,USD,payable,1158739.87
2025-07-07,Entity B,EUR,payable,1279114.8
2025-07-07,Entity B,GBP,payable,1247986.49
2025-07-07,Entity B,JPY,payable,1335966.99
2025-07-07,Entity B,CAD,payable,1156308.36
2025-07-07,Entity C,USD,payable,1267611.53
2025-07-07,Entity C,EUR,payable,1235690.52
2025-07-07,Entity C,GBP,payable,1262953.48
2025-07-07,Entity C,JPY,payable,1213987.71
2025-07-07,Entity C,CAD,payable,1238324.01
2025-07-08,Entity A,USD,payable,1281124.82
2025-07-08,Entity A,EUR,payable,1377184.8
2025-07-08,Entity A,GBP,payable,1284989.84
2025-07-08,Entity A,JPY,payable,1218745.77
2025-07-08,Entity A,CAD,payable,1235718.01
2025-07-08,Entity B,USD,payable,1234531.83
2025-07-08,Entity B,EUR,payable,1180842.67
2025-07-08,Entity B,GBP,payable,1239464.79
2025-07-08,Entity B,JPY,payable,1281981.56
2025-07-08,Entity B,CAD,payable,1201699.11
2025-07-08,Entity C,USD,payable,1294607.7
2025-07-08,Entity C,EUR,payable,1272179.39
2025-07-08,Entity C,GBP,payable,1223299.06
2025-07-08,Entity C,JPY,payable,1247007.21
2025-07-08,Entity C,CAD,payable,1316601.27
2025-07-09,Entity A,USD,payable,1323200.39
2025-07-09,Entity A,EUR,payable,1294209.82
2025-07-09,Entity A,GBP,payable,1284351.14
2025-07-09,Entity A,JPY,payable,1296922.84
2025-07-09,Entity A,CAD,payable,1273387.94
2025-07-09,Entity B,USD,payable,1209668.5
2025-07-09,Entity B,EUR,payable,1375545.59
2025-07-09,Entity B,GBP,payable,1300071.48
2025-07-09,Entity B,JPY,payable,1309784.37
2025-07-09,Entity B,CAD,payable,1291542.17
2025-07-09,Entity C,USD,payable,1264453.81
2025-07-09,Entity C,EUR,payable,1286421.5
2025-07-09,Entity C,GBP,payable,1229882.69
2025-07-09,Entity C,JPY,payable,1384941.94
2025-07-09,Entity C,CAD,payable,1244478.0
2025-07-10,Entity A,USD,payable,1287535.05
2025-07-10,Entity A,EUR,payable,1311203.33
2025-07-10,Entity A,GBP,payable,1380336.73
2025-07-10,Entity A,JPY,payable,1329394.06
2025-07-10,Entity A,CAD,payable,1279368.27
2025-07-10,Entity B,USD,payable,1041882.63
2025-07-10,Entity B,EUR,payable,1338113.16
2025-07-10,Entity B,GBP,payable,1364873.56
2025-07-10,Entity B,JPY,payable,1310043.87
2025-07-10,Entity B,CAD,payable,1330008.38
2025-07-10,Entity C,USD,payable,1318525.98
2025-07-10,Entity C,EUR,payable,1264277.07
2025-07-10,Entity C,GBP,payable,1365476.43
2025-07-10,Entity C,JPY,payable,1411104.57
2025-07-10,Entity C,CAD,payable,1293861.91
2025-07-11,Entity A,USD,payable,1361274.61
2025-07-11,Entity A,EUR,payable,1289087.65
2025-07-11,Entity A,GBP,payable,1328078.91
2025-07-11,Entity A,JPY,payable,1383087.89
2025-07-11,Entity A,CAD,payable,1301949.84
2025-07-11,Entity B,USD,payable,1322179.94
2025-07-11,Entity B,EUR,payable,1250707.28
2025-07-11,Entity B,GBP,payable,1296199.22
2025-07-11,Entity B,JPY,payable,1246516.51
2025-07-11,Entity B,CAD,payable,1339934.52
2025-07-11,Entity C,USD,payable,1356032.9
2025-07-11,Entity C,EUR,payable,1313902.0
2025-07-11,Entity C,GBP,payable,1334202.88
2025-07-11,Entity C,JPY,payable,1309738.18
2025-07-11,Entity C,CAD,payable,1352389.21
2025-07-12,Entity A,USD,payable,1272979.29
2025-07-12,Entity A,EUR,payable,1188374.28
2025-07-12,Entity A,GBP,payable,1076189.15
2025-07-12,Entity A,JPY,payable,1252219.1
2025-07-12,Entity A,CAD,payable,1254391.05
2025-07-12,Entity B,USD,payable,1214158.22
2025-07-12,Entity B,EUR,payable,1297546.88
2025-07-12,Entity B,GBP,payable,1259605.75
2025-07-12,Entity B,JPY,payable,1269056.65
2025-07-12,Entity B,CAD,payable,1332103.94
2025-07-12,Entity C,USD,payable,1266978.39
2025-07-12,Entity C,EUR,payable,1279368.16
2025-07-12,Entity C,GBP,payable,1220643.87
2025-07-12,Entity C,JPY,payable,1259014.03
2025-07-12,Entity C,CAD,payable,1292181.85
2025-07-13,Entity A,USD,payable,1127162.52
2025-07-13,Entity A,EUR,payable,1197411.28
2025-07-13,Entity A,GBP,payable,1193409.12
2025-07-13,Entity A,JPY,payable,1191028.97
2025-07-13,Entity A,CAD,payable,1230863.83
2025-07-13,Entity B,USD,payable,1202755.01
2025-07-13,Entity B,EUR,payable,1248500.35
2025-07-13,Entity B,GBP,payable,1149633.89
2025-07-13,Entity B,JPY,payable,1194814.45
2025-07-13,Entity B,CAD,payable,1192756.14
2025-07-13,Entity C,USD,payable,1146607.29
2025-07-13,Entity C,EUR,payable,1227629.27
2025-07-13,Entity C,GBP,payable,1282364.4
2025-07-13,Entity C,JPY,payable,1188697.23
2025-07-13,Entity C,CAD,payable,1209578.32
2025-07-14,Entity A,USD,payable,1131271.82
2025-07-14,Entity A,EUR,payable,1099347.69
2025-07-14,Entity A,GBP,payable,1055060.67
2025-07-14,Entity A,JPY,payable,1099660.14
2025-07-14,Entity A,CAD,payable,1072212.74
2025-07-14,Entity B,USD,payable,1196055.16
2025-07-14,Entity B,EUR,payable,1123286.69
2025-07-14,Entity B,GBP,payable,1114054.31
2025-07-14,Entity B,JPY,payable,1163457.23
2025-07-14,Entity B,CAD,payable,1083021.03
2025-07-14,Entity C,USD,payable,1097216.52
2025-07-14,Entity C,EUR,payable,1130613.97
2025-07-14,Entity C,GBP,payable,1169041.84
2025-07-14,Entity C,JPY,payable,1147958.48
2025-07-14,Entity C,CAD,payable,1137824.08
2025-07-15,Entity A,USD,payable,1112214.82
2025-07-15,Entity A,EUR,payable,1125099.55
2025-07-15,Entity A,GBP,payable,1117156.23
2025-07-15,Entity A,JPY,payable,1067891.22
2025-07-15,Entity A,CAD,payable,855297.74
2025-07-15,Entity B,USD,payable,1118958.97
2025-07-15,Entity B,EUR,payable,1069278.24
2025-07-15,Entity B,GBP,payable,1202655.27
2025-07-15,Entity B,JPY,payable,1095726.58
2025-07-15,Entity B,CAD,payable,1134891.63
2025-07-15,Entity C,USD,payable,1108593.58
2025-07-15,Entity C,EUR,payable,1059745.57
2025-07-15,Entity C,GBP,payable,1033149.19
2025-07-15,Entity C,JPY,payable,1139050.67
2025-07-15,Entity C,CAD,payable,1171063.75
2025-07-16,Entity A,USD,payable,1096221.1
2025-07-16,Entity A,EUR,payable,1059345.55
2025-07-16,Entity A,GBP,payable,957438.94
2025-07-16,Entity A,JPY,payable,1088128.56
2025-07-16,Entity A,CAD,payable,1153179.82
2025-07-16,Entity B,USD,payable,1098267.88
2025-07-16,Entity B,EUR,payable,1114664.08
2025-07-16,Entity B,GBP,payable,1125042.43
2025-07-16,Entity B,JPY,payable,1131597.16
2025-07-16,Entity B,CAD,payable,1129526.33
2025-07-16,Entity C,USD,payable,1143053.48
2025-07-16,Entity C,EUR,payable,1159366.83
2025-07-16,Entity C,GBP,payable,1141318.61
2025-07-16,Entity C,JPY,payable,1143756.67
2025-07-16,Entity C,CAD,payable,1062324.32
2025-07-17,Entity A,USD,payable,1145508.5
2025-07-17,Entity A,EUR,payable,1162679.69
2025-07-17,Entity A,GBP,payable,1172657.04
2025-07-17,Entity A,JPY,payable,1115805.36
2025-07-17,Entity A,CAD,payable,1117137.82
2025-07-17,Entity B,USD,payable,1120535.37
2025-07-17,Entity B,EUR,payable,1164955.95
2025-07-17,Entity B,GBP,payable,1184854.63
2025-07-17,Entity B,JPY,payable,1127200.99
2025-07-17,Entity B,CAD,payable,1179817.89
2025-07-17,Entity C,USD,payable,1148438.58
2025-07-17,Entity C,EUR,payable,1138527.96
2025-07-17,Entity C,GBP,payable,1135044.02
2025-07-17,Entity C,JPY,payable,1173363.85
2025-07-17,Entity C,CAD,payable,1156522.51
2025-07-18,Entity A,USD,payable,1219760.9
2025-07-18,Entity A,EUR,payable,1094638.9
2025-07-18,Entity A,GBP,payable,1149451.95
2025-07-18,Entity A,JPY,payable,1107559.85
2025-07-18,Entity A,CAD,payable,1093956.41
2025-07-18,Entity B,USD,payable,1128293.2
2025-07-18,Entity B,EUR,payable,1134221.99
2025-07-18,Entity B,GBP,payable,1245454.83
2025-07-18,Entity B,JPY,payable,1121362.05
2025-07-18,Entity B,CAD,payable,1083520.74
2025-07-18,Entity C,USD,payable,1139648.32
2025-07-18,Entity C,EUR,payable,1045742.29
2025-07-18,Entity C,GBP,payable,1125049.62
2025-07-18,Entity C,JPY,payable,1129368.9
2025-07-18,Entity C,CAD,payable,1160511.9
2025-07-19,Entity A,USD,payable,1112706.19
2025-07-19,Entity A,EUR,payable,1053618.52
2025-07-19,Entity A,GBP,payable,1067736.74
2025-07-19,Entity A,JPY,payable,1043116.47
2025-07-19,Entity A,CAD,payable,1028638.8
2025-07-19,Entity B,USD,payable,1086157.09
2025-07-19,Entity B,EUR,payable,1022817.88
2025-07-19,Entity B,GBP,payable,1057176.22
2025-07-19,Entity B,JPY,payable,1033954.34
2025-07-19,Entity B,CAD,payable,1095748.63
2025-07-19,Entity C,USD,payable,1145818.5
2025-07-19,Entity C,EUR,payable,1021697.78
2025-07-19,Entity C,GBP,payable,999640.56
2025-07-19,Entity C,JPY,payable,1068765.83
2025-07-19,Entity C,CAD,payable,1074389.21
2025-07-20,Entity A,USD,payable,1012809.54
2025-07-20,Entity A,EUR,payable,986210.34
2025-07-20,Entity A,GBP,payable,996037.59
2025-07-20,Entity A,JPY,payable,1018763.58
2025-07-20,Entity A,CAD,payable,1045680.4
2025-07-20,Entity B,USD,payable,925861.21
2025-07-20,Entity B,EUR,payable,989305.59
2025-07-20,Entity B,GBP,payable,1012615.52
2025-07-20,Entity B,JPY,payable,967344.12
2025-07-20,Entity B,CAD,payable,1073309.95
2025-07-20,Entity C,USD,payable,978646.77
2025-07-20,Entity C,EUR,payable,1002411.46
2025-07-20,Entity C,GBP,payable,1026304.05
2025-07-20,Entity C,JPY,payable,980411.77
2025-07-20,Entity C,CAD,payable,930200.24
2025-07-21,Entity A,USD,payable,942499.67
2025-07-21,Entity A,EUR,payable,1000823.47
2025-07-21,Entity A,GBP,payable,946170.04
2025-07-21,Entity A,JPY,payable,925788.48
2025-07-21,Entity A,CAD,payable,996672.74
2025-07-21,Entity B,USD,payable,946414.85
2025-07-21,Entity B,EUR,payable,939239.42
2025-07-21,Entity B,GBP,payable,965624.09
2025-07-21,Entity B,JPY,payable,990475.86
2025-07-21,Entity B,CAD,payable,1054914.39
2025-07-21,Entity C,USD,payable,992735.29
2025-07-21,Entity C,EUR,payable,1006039.45
2025-07-21,Entity C,GBP,payable,939407.2
2025-07-21,Entity C,JPY,payable,918611.12
2025-07-21,Entity C,CAD,payable,962139.1
2025-07-22,Entity A,USD,payable,969798.62
2025-07-22,Entity A,EUR,payable,922371.32
2025-07-22,Entity A,GBP,payable,958500.05
2025-07-22,Entity A,JPY,payable,981484.53
2025-07-22,Entity A,CAD,payable,979927.56
2025-07-22,Entity B,USD,payable,985683.34
2025-07-22,Entity B,EUR,payable,977150.42
2025-07-22,Entity B,GBP,payable,945231.48
2025-07-22,Entity B,JPY,payable,944955.8
2025-07-22,Entity B,CAD,payable,917553.77
2025-07-22,Entity C,USD,payable,1036902.83
2025-07-22,Entity C,EUR,payable,966049.84
2025-07-22,Entity C,GBP,payable,956517.7
2025-07-22,Entity C,JPY,payable,928360.14
2025-07-22,Entity C,CAD,payable,1082938.14
2025-07-23,Entity A,USD,payable,970288.59
2025-07-23,Entity A,EUR,payable,996067.8
2025-07-23,Entity A,GBP,payable,1029855.19
2025-07-23,Entity A,JPY,payable,1037230.23
2025-07-23,Entity A,CAD,payable,1051539.0
2025-07-23,Entity B,USD,payable,1085526.06
2025-07-23,Entity B,EUR,payable,1033468.02
2025-07-23,Entity B,GBP,payable,970980.48
2025-07-23,Entity B,JPY,payable,1002943.91
2025-07-23,Entity B,CAD,payable,747660.05
2025-07-23,Entity C,USD,payable,1095950.76
2025-07-23,Entity C,EUR,payable,1040280.86
2025-07-23,Entity C,GBP,payable,1002447.63
2025-07-23,Entity C,JPY,payable,981368.65
2025-07-23,Entity C,CAD,payable,1019934.25
2025-07-24,Entity A,USD,payable,1130709.96
2025-07-24,Entity A,EUR,payable,1055065.02
2025-07-24,Entity A,GBP,payable,1066381.36
2025-07-24,Entity A,JPY,payable,1125704.55
2025-07-24,Entity A,CAD,payable,1055438.34
2025-07-24,Entity B,USD,payable,1087862.46
2025-07-24,Entity B,EUR,payable,1102545.43
2025-07-24,Entity B,GBP,payable,1059580.17
2025-07-24,Entity B,JPY,payable,1079844.92
2025-07-24,Entity B,CAD,payable,1093895.52
2025-07-24,Entity C,USD,payable,1051414.8
2025-07-24,Entity C,EUR,payable,1100082.02
2025-07-24,Entity C,GBP,payable,1045571.97
2025-07-24,Entity C,JPY,payable,1040447.91
2025-07-24,Entity C,CAD,payable,792256.25
2025-07-25,Entity A,USD,payable,1072453.37
2025-07-25,Entity A,EUR,payable,1076092.7
2025-07-25,Entity A,GBP,payable,1063043.96
2025-07-25,Entity A,JPY,payable,1027511.67
2025-07-25,Entity A,CAD,payable,1173495.47
2025-07-25,Entity B,USD,payable,1142693.49
2025-07-25,Entity B,EUR,payable,1061431.09
2025-07-25,Entity B,GBP,payable,1103488.72
2025-07-25,Entity B,JPY,payable,1109290.47
2025-07-25,Entity B,CAD,payable,1140235.3
2025-07-25,Entity C,USD,payable,1059847.66
2025-07-25,Entity C,EUR,payable,1136276.14
2025-07-25,Entity C,GBP,payable,871406.0
2025-07-25,Entity C,JPY,payable,1107032.87
2025-07-25,Entity C,CAD,payable,1131315.97
2025-07-26,Entity A,USD,payable,1093800.74
2025-07-26,Entity A,EUR,payable,1014914.52
2025-07-26,Entity A,GBP,payable,967300.38
2025-07-26,Entity A,JPY,payable,1094368.06
2025-07-26,Entity A,CAD,payable,1062969.25
2025-07-26,Entity B,USD,payable,1110695.65
2025-07-26,Entity B,EUR,payable,1020541.72
2025-07-26,Entity B,GBP,payable,1028850.51
2025-07-26,Entity B,JPY,payable,1048326.31
2025-07-26,Entity B,CAD,payable,1082519.86
2025-07-26,Entity C,USD,payable,1053718.05
2025-07-26,Entity C,EUR,payable,1105723.47
2025-07-26,Entity C,GBP,payable,1120437.09
2025-07-26,Entity C,JPY,payable,1103344.4
2025-07-26,Entity C,CAD,payable,1144112.81
2025-07-27,Entity A,USD,payable,1068032.25
2025-07-27,Entity A,EUR,payable,1002723.32
2025-07-27,Entity A,GBP,payable,1105934.25
2025-07-27,Entity A,JPY,payable,1027192.94
2025-07-27,Entity A,CAD,payable,1087815.93
2025-07-27,Entity B,USD,payable,1114348.56
2025-07-27,Entity B,EUR,payable,1069666.71
2025-07-27,Entity B,GBP,payable,991552.84
2025-07-27,Entity B,JPY,payable,1014670.7
2025-07-27,Entity B,CAD,payable,1104308.97
2025-07-27,Entity C,USD,payable,1044634.28
2025-07-27,Entity C,EUR,payable,1054582.13
2025-07-27,Entity C,GBP,payable,1081752.16
2025-07-27,Entity C,JPY,payable,1079252.1
2025-07-27,Entity C,CAD,payable,892841.81
2025-07-28,Entity A,USD,payable,1077472.96
2025-07-28,Entity A,EUR,payable,1007675.05
2025-07-28,Entity A,GBP,payable,1058256.09
2025-07-28,Entity A,JPY,payable,1057196.83
2025-07-28,Entity A,CAD,payable,1014034.43
2025-07-28,Entity B,USD,payable,1040101.04
2025-07-28,Entity B,EUR,payable,986875.12
2025-07-28,Entity B,GBP,payable,1033025.45
2025-07-28,Entity B,JPY,payable,1085847.68
2025-07-28,Entity B,CAD,payable,1017019.9
2025-07-28,Entity C,USD,payable,1123185.74
2025-07-28,Entity C,EUR,payable,989450.17
2025-07-28,Entity C,GBP,payable,1036486.81
2025-07-28,Entity C,JPY,payable,1020636.63
2025-07-28,Entity C,CAD,payable,844966.09
2025-07-29,Entity A,USD,payable,1143962.35
2025-07-29,Entity A,EUR,payable,1081355.14
2025-07-29,Entity A,GBP,payable,1110714.88
2025-07-29,Entity A,JPY,payable,1098034.59
2025-07-29,Entity A,CAD,payable,1041167.67
2025-07-29,Entity B,USD,payable,1132471.29
2025-07-29,Entity B,EUR,payable,852093.52
2025-07-29,Entity B,GBP,payable,1024722.52
2025-07-29,Entity B,JPY,payable,1061210.99
2025-07-29,Entity B,CAD,payable,1016481.69
2025-07-29,Entity C,USD,payable,943290.88
2025-07-29,Entity C,EUR,payable,1099350.18
2025-07-29,Entity C,GBP,payable,1136835.8
2025-07-29,Entity C,JPY,payable,1058233.72
2025-07-29,Entity C,CAD,payable,1069184.88
2025-07-30,Entity A,USD,payable,1147498.64
2025-07-30,Entity A,EUR,payable,1135938.9
2025-07-30,Entity A,GBP,payable,1154112.54
2025-07-30,Entity A,JPY,payable,1198832.09
2025-07-30,Entity A,CAD,payable,1125846.58
2025-07-30,Entity B,USD,payable,1185112.58
2025-07-30,Entity B,EUR,payable,1099923.91
2025-07-30,Entity B,GBP,payable,1145546.48
2025-07-30,Entity B,JPY,payable,1154820.43
2025-07-30,Entity B,CAD,payable,1234994.39
2025-07-30,Entity C,USD,payable,1157007.91
2025-07-30,Entity C,EUR,payable,829323.55
2025-07-30,Entity C,GBP,payable,1213458.82
2025-07-30,Entity C,JPY,payable,1131499.69
2025-07-30,Entity C,CAD,payable,1184318.28
2025-07-31,Entity A,USD,payable,1261097.67
2025-07-31,Entity A,EUR,payable,1297895.74
